"Sanrio Carnival"," ","11/22/1990","Character Soft"
"Sanrio Carnival 2"," ","01/14/1993","Character Soft"
"Sanrio Cup: Ponpon Valley"," ","07/17/1992","Character Soft"
"Sansara Narga","VFR-Q1-08","03/23/1990","Victor Interactive"
"Satomihakkenden","SFX-S8","01/20/1989","SNK Electronics"
"Satoru Nakajima : F-1 Hero"," ",12.09.88,"Varie"
"Satoru Nakajima : F-1 Hero 2","VAR-4E","09/27/1991","Varie"
"Satsui no Kaisou"," ",01.07.88,"HAL Laboratories"
"SD Battle Ozumou: Heisei Hero Basho","BAP-X3","04/20/1990","Banpresto"
"SD Gundam Gachapon Senshi 3: Eiyuu Senki"," ","12/22/1990","Yutaka"
"SD Gundam Gachapon Senshi 4: New Type Monogatari"," ","12/21/1991","Bandai"
"SD Gundam Gachapon Senshi 5: Battle of Universal Century","SHI-P5","12/22/1992","Yutaka"
"SD Gundam Gaiden: Knight Gundam Monogatari"," ",08.11.90,"Bandai"
"SD Gundam Gaiden: Knight Gundam Monogatari 2: Hikari no Kishi"," ",10.12.91,"Bandai"
"SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishidan"," ","10/23/1992","Bandai"
"SD Gundam World Gachapon 2: Capsule Senki"," ","06/25/1989","Bandai"
"SD Gundam: Gundam Wars"," ","04/23/1993","Bandai"
"SD Hero Soukessen: Taose Aku no Gundan","BAP-X5",07.07.90,"Banpresto"
"SD Keiji Brader"," ",08.02.91,"Taito"
"SD Sengokubushou: Retsuden Rekka no Gotuka Tenka wo Tore!"," ",09.08.90,"Banpresto"
"Seicross","NBF-SE","05/15/1986","Nichibutsu"
"Seikima II: Akuma no Gyakushu!","CBS-SA, 49FR-1",11.11.86,"CBS/Sony"
"Seireigari","HFC-V1",12.08.89,"Hudson Soft"
"Sekiryuou","TEC-AJ",02.10.89,"Sunsoft / Tokai Engineering"
"Senjou no Ookami"," ","09/27/1986","Capcom"
"Shadow Brain"," ","03/21/1991","Pony Canyon"
"Shadowgate","KSC-3S","03/31/1989","Kemco / Icom Simulations"
"Shancara: Inbou no Wakusei"," ","06/26/1992","IGS"
"Shanghai"," ",12.04.87,"Sunsoft / Activision"
"Shanghai II","TEC-XT","08/24/1990","Sunsoft"
"Shell Saurs Story"," ","11/18/1988","Namco"
"Sherlock Holmes: Hakusyakureijou Yukaijiken"," ",12.11.86,"Towa Chiki"
"Shikinjou"," ","04/26/1991","Toei"
"Shin Moero!! Pro Yakyu","JF-23","07/13/1989","Jaleco"
"Shin Satomi Hakkenden: Hikari to Yami no Takakai","TDF-91",12.08.89,"Toei Animation"
"Shinjinrui"," ",02.10.87,"Rix Soft"
"Shinzenden"," ","12/15/1989","Irem"
"Shogi Meikan '92","HCT-I9","01/30/1992","Hect"
"Shogi Meikan '93"," ",12.04.92,"Hect"
"Shogun","HCT-HD","05/27/1988","Hect"
"Shoukoushi Ceddie"," ","12/24/1988"," "
"Shounen Ashibe Nepal Daibouken no Maki"," ","11/15/1991","Takara"
"Shuffle Fight"," ",10.09.92,"Banpresto"
"Shufflepuck Café","PHF-XP","10/21/1990","Broderbund"
"Side Pocket"," ","10/30/1987","Namco"
"Silva Saga","KKS-SR","07/24/1992","Seta"
"Sky Destroyer",5,"11/14/1985","Taito"
"Sky Kid","NSK-3900, 18","08/22/1986","Namco"
"Snow Bros.","TOA-7L",12.06.91,"Toaplan"
"Soccer","HVC-SC",04.09.85,"Nintendo"
"Soccer League Winner's Cup"," ",08.12.88,"Data East"
"Softball Tengoku"," ","10/27/1989","Tonkin House"
"Solar Jetman: Hunt for the Golden Warship"," "," ","Tradewest"
"Solitaire"," "," ","American Video Entertainment"
"Solomon's Key","TCF-SK, 02","07/30/1986","Tecmo"
"Solomon's Key 2: Kurumintou Kyushutsusakusen","TCF-SZ, 19","01/24/1992","Tecmo"
"Solstice: Sanjigen Meikyu no Kyouju","ESF-E3","07/20/1990","Epic/Sony Records"
"Son Son","CAP-SS",02.08.86,"Capcom"
"Soreike! Anpanman Minna de Hiking Game!"," ","03/20/1992","Bandai"
"Space Harrier","TFC-S0",01.06.89,"Sega / Takara"
"Space Hunter","KSC-HT","09/25/1986","Kemco"
"Space Invaders",1,"04/17/1985","Taito"
"Space School"," "," ","NHK / Konami"
"Space Shadow"," ","02/20/1989","Bandai"
"Spartan X","HVC-SX","06/21/1985","Nintendo / Irem"
"Spartan X 2","IF-23","09/27/1991","Irem"
"Spelunker","IF-03",12.07.85,"Irem / Broderbund"
"Spelunker II: Yusha heno Chousen","IF-06","09/18/1987","Irem"
"Splatterhouse: Wanpaku Graffiti"," ","07/31/1989","Namco"
"Spot","BPS-BI","10/16/1992","Bullet-Proof Software"
"Spy vs. Spy","KSC-SP","04/26/1986","Kemco"
"Sqoon","IF-04","06/26/1986","Irem / Home Data"
"Square's Tom Sawyer","SQF-T4","11/30/1989","Square Soft"
"Star Force","HFC-SF","06/25/1985","Hudson Soft / Tehkan"
"Star Gate","HAL-SB","09/24/1987","Atari / HAL Laboratories"
"Star Luster","NSL-4900, 12",12.06.85,"Namco"
"Star Soldier","HFC-SO","06/13/1986","Hudson Soft / Momo"
"Star Soldier: Time Trial Special Soft"," "," ","Hudson Soft"
"Star Wars"," ",12.04.87,"Namco"
"Star Wars"," ","11/15/1991","Victor Musical"
"Star Wars: The Empire Strikes Back","VFR-8V",03.12.93,"Lucasfilm, Ltd."
"Sted"," ",08.03.90,"K. Amusement"
"Stick Hunter: Exciting Ice Hockey Game","KAC-IH","12/18/1987","K. Amusement"
"Sugoro Quest: Dice no Senshi Tachi","TJC-Q7","06/28/1991","Technos Japan"
"Suikoden: Tenmei no Chikai"," ","06/29/1990","Koei"
"Sukeban Deka III","TDF-KJ","01/22/1988","Toei Animation"
"Super Arabian"," ","07/25/1985","Sunsoft"
"Super Black Onyx"," ","07/14/1988","Bullet-Proof Software"
"Super Chinese","NSC-4900, 15","06/20/1986","Namco / Micro Academy"
"Super Chinese 2: Dragon Kid","CBF-C2","05/26/1989","Culture Brain / Micro Academy"
"Super Chinese 3","CBF-3c",03.01.91,"Culture Brain"
"Super Dyna'mix Badminton","VAP-BN","08/26/1988","Vap"
"Super Express Satsujin Jiken (?)"," ",1990,"Irem"
"Super Contra","KDS-UE",02.02.90,"Konami"
"Super Mario Bros.","HVC-SM","09/13/1985","Nintendo"
"Super Mario Bros. 3","HVC-UM","10/23/1988","Nintendo"
"Super Mario USA","HVC-MT","09/14/1992","Nintendo"
"Super Moguratataki Pokkun Mogura","IGS-X1",12.08.89,"IGS"
"Super Momotaro Dentetsu"," ","03/20/1992","Hudson Soft"
"Super Pinball","CDS-PJ","08/23/1988","C-Dream"
"Super Pitfall","PNF-PF",09.05.86,"Pony Canyon / Activision"
"Super Real Baseball '88","VAP-BG","07/30/1988","Vap"
"Super Rugby"," ","12/27/1989","TSS"
"Super Sprint","ALT-7C",08.03.91,"Altron / Atari"
"Super Star Force: Jikureki no Himitsu"," ",11.11.86,"Tecmo"
"Super Star Pro Wrestling","PNF-S9",12.09.89,"Pony Canyon"
"Super Xevious"," ","09/19/1986","Namco"
"Superman","KSC-SN","12/26/1987","Kemco"
"Suzugou (?)"," ",1990,"Victor Interactive"
"SWAT: Special Weapons and Tactics","TDF-SW",09.11.87,"Toei Animation"
"Sweet Home","CAP-EH","12/15/1989","Capcom"
"Sword Master","ATH-ZU","12/21/1990","Athena"
"T2","PAC-TJ","06/26/1992","Pack-In-Video"
"Tag Team Pro Wrestling",13,04.02.86,"Namco"
"Tailor-Made","TKS-B0"," ","Bridgestone"
"Taito Basketball","DTF-UJ","04/26/1991","Disco / Taito"
"Taito Chase H.Q.","DTF-H9, 28",12.08.89,"Taito"
"Taito Grand Prix: Eikou heno License"," ","12/18/1987","Taito"
"Taiyou no Shinden","IF-26",08.03.88,"Tokyo Shoseki"
"Taiyou no Yusha Firebird","IF-26, TIX-6Q",01.11.92,"Irem"
"Takahashi Meijin no Boukenjima","HFC-TB",09.12.86,"Hudson Soft"
"Takahashi Meijin no Boukenjima II","HFC-V7","04/26/1991","Hudson Soft"
"Takahashi Meijin no Boukenjima III","HFC-4X","07/31/1992","Hudson Soft"
"Takahashi Meijin no Boukenjima IV","HFC-TT","06/24/1994","Hudson Soft"
"Takahashi Meijin no Bugtte Honey","HFC-BH",06.05.87,"Hudson Soft"
"Takeda Shingen"," ","03/25/1988","Hot-B"
"Takeda Shingen 2"," ","08/21/1989","Hot-B"
"Takeshi no Chousenjou",9,12.10.86,"Taito"
"Takeshi no Sengoku Fuunji"," ","11/25/1988","Taito"
"Tamura Mitsuaki no Mahjong Seminar"," ","09/21/1990","Pony Canyon"
"Tanigawa Kouji no Shougishinan II: Meijin eno Michi Tsumeshougi/Tsugi no Itte"," ","11/13/1987","Pony Canyon"
"Tanigawa Kouji no Shougishinan III","PNF-T3","09/14/1989","Pony Canyon"
"Tantei Jinguji Saburou: Toki no Sugiyuku Mamani"," ","09/28/1990","Data East"
"Tantei Jinguji Saburou: Yokohamakou Renzokusatsujinjiken","DFC-YK","02/26/1988","Data East"
"Tao","VAP-BY",12.01.89,"Vap"
"Tashiro Masashi no Princess ga Ippai"," ","10/27/1989","Epic / CBS/Sony"
"Tatakae!! Ramen Otoko Sakuretsu Choujin 102 Gel"," ",08.10.88,"Shinsei"
"Tatakai no Banka","CAP-TA","12/24/1986","Capcom"
"Tecmo Bowl","TCF-TW, 12","11/30/1990","Tecmo"
"Tecmo Super Bowl","TCF-4U, 18","12/13/1991","Tecmo"
"Tecmo World Cup Soccer","TCF-WC, 13",12.07.90,"Tecmo"
"Teenage Mutant Ninja Turtles","RC853",12.07.90,"Konami"
"Teenage Mutant Ninja Turtles 2: The Manhattan Project","RC863","12/13/1991","Konami"
"Tenchi wo Kurau","CAP-YZ","05/19/1989","Capcom"
"Tenchi wo Kurau II: Shokatsukoumeiden"," ",04.05.91,"Capcom"
"Tennis","HVC-TE","01/14/1984","Nintendo"
"Terao no Dosukoi Oozumou"," ","11/24/1989","Jaleco"
"Terra Cresta","NBF-TC","09/27/1986","Nichibutsu"
"Tetra Star: The Fighter","DTF-YE, 37","05/24/1991","Taito"
"Tetris","BPS-T0","12/22/1988","Bullet-Proof Software"
"Tetris 2 + Bombliss","BPS-52","12/13/1991","Bullet-Proof Software"
"Tetris Flash","HVC-TR","09/21/1993","Nintendo"
"Tetsudouou"," ",12.12.87,"dB-Soft"
"The Stock Speculation","HCT-DZ, 003"," ","Hect"
"Thexder","SQF-TX","12/19/1985","Square Soft / Game Arts"
"Thunderbirds","PAC-T5","09/29/1989","Pack-In-Video"
"Tiger-Heli","PNF-TH",12.05.86,"Pony Canyon"
"Time Zone","SEI-1G","10/25/1991","Sigma"
"Times of Lore: Ushinawareta Medallion","THF-U7",12.07.90,"Toho"
"Tiny Toon Adventures","RC860","12/20/1991","Konami"
"Tiny Toon Adventures 2: Trouble in Wacky Land","RV051","11/27/1992","Konami"
"Titan","SFL-NL",08.10.90,"Sofel / Titus"
"TM Network Live in Power Bowl","ESP-T9","12/22/1989","CBS/Sony"
"Tokkou Shirei Solbrain"," ","10/26/1991","Angel"
"Tokorosan no Mamorumo Semerumo","ESF-TO","06/27/1987","Epic/Sony Records"
"Tokyo Pachi-Slot Adventure","CDS-83","12/13/1991","C-Dream"
"Tom & Jerry","ALT-5Y","11/13/1992","Altron"
"Tom Sawyer: Since 1855","SQF-T4",02.06.89,"Square Soft"
"Top Gun","KDS-TG",12.11.87,"Konami"
"Top Gun: Dual Fighters","KDS-OG","12/15/1989","Konami"
"Top Management"," ",12.12.90,"Koei"
"Top Striker"," ","10/22/1992","Namco"
"Top-Rider","VRE-R1","12/17/1988","Varie"
"Totsuzen! Macho Man","VIC-M5",12.02.88,"Vic Tokai"
"Touch: Triangle Mystery"," ","03/14/1987","Toho"
"Touhoukenbunroku"," ",11.10.88,"Natsume"
"Toukon Club"," ","07/24/1992","Jaleco"
"Tower of Druaga, The","NTD-4900, 07",08.06.85,"Namco"
"Transformers: Mystery of Comvoy","TFC-TF",12.05.86,"Takara"
"Triathron, The","KAC-TZ","12/16/1988","K. Amusement"
"Tsuppari Ozumou","TCF-TM","09/18/1987","Tecmo"
"Tsuppari Wars"," ","06/28/1991","Sammy"
"Tsurikichi Sanpei: Blue Marlin hen","VFR-Y1-04","03/17/1988","Victor Musical"
"Tsurupika Hagemaru: Mezase! Tsuruseko no Akashi","JF-34","12/13/1991","Jaleco"
"Twin Bee","RC807",01.04.86,"Konami"
"Twin Bee 3: Pokopoko Daimaou","RC841","09/29/1989","Konami"
"Twin Eagle","VIS-2E",04.12.91,"Visco"
"Uchu Keibitai"," ",09.07.90,"HAL Laboratories"
"Uchusen Cosmo Carrier","JF-16",11.06.87,"Jaleco"
"Ultima: Exodus","PNF-UL",10.09.87,"Pony Canyon"
"Ultima: Seija eno Michi","PNF-US","09/20/1989","Pony Canyon / Origin"
"Ultraman Club"," ","12/25/1992","Angel"
"Ultraman Club 2: Kaettekita Ultraman Club"," ",04.07.90,"Yutaka"
"Ultraman Club 3: Matamata Shutsugeki! Ultra Kyoudai"," ","12/29/1991","Bandai"
"Ultraman Club: Spokon Fight!!"," ","04/23/1993","Bandai"
"United States Presidential Race"," ","10/28/1988","Hect"
"Untouchables, The","ALT-U6","12/20/1991","Altron"
"Urban Champion","HVC-UC","11/14/1984","Nintendo"
"Uruseiyatsura: Rum no Wedding Bell","JF-10","10/23/1986","Jaleco"
"US Championship V'Ball","TJC-VJ",11.10.89,"Technos Japan"
"USA Ice Hockey in FC","JF-40",03.06.93,"Jaleco"
"Ushio to Tora"," ",07.09.93,"Yutaka"
"Utsurundesu Kawauso Hawaii e Iku"," ",03.06.92,"Takara"
"Valis: The Fantastic Warrior"," ","08/21/1987","Tokuma Soft"
"Valkyrie no Bouken: Toki no Kagi Densetsu","NWB-3900, 17",08.01.86,"Namco"
"Vegas Connection: Casino yori Ai wo Komete","SEI-1B","11/24/1989","Sigma"
"Venus Wars","VRE-R2","10/14/1989","Varie"
"Viva Las Vegas","ESF-LV, 59-6R-2","09/30/1988","Epic / CBS/Sony"
"Volguard II","dBF-VL",12.07.85,"dB-Soft"
"Wagyan Land"," ",02.09.89,"Namco"
"Wagyan Land 2"," ","12/14/1990","Namco"
"Wagyan Land 3"," ",12.08.92,"Namco"
"Wai Wai World","RC825","01/14/1988","Konami"
"Wai Wai World 2: SOS!! Parsley Jou","RC850",01.05.91,"Konami"
"Wanpaku Cookun no Gourmet World","DTF-WK, 43","04/24/1992","Taito"
"Wario no Mori","HVC-UW","02/19/1994","Nintendo"
"Warpman",8,07.12.85,"Namco"
"Western Kids","VIS-5K","09/13/1991","Visco"
"White Lion Densetsu: Pyramid no Kanata ni","KSC-WE","07/14/1989","Kemco / Tohotowa"
"Wild Gunman","HVC-WG","02/18/1984","Nintendo"
"Willow","CAP-WI","07/18/1989","Capcom"
"Wily & Light no Rock Board: That's Paradise","CAP-BE","01/15/1993","Capcom"
"Wing of Madoola"," ","12/18/1986","Sun Electronic"
"Wit's","ATH-XW","07/13/1990","Athena"
"Wizardry II: Legacy of Llylgamyn","HSP-13","02/21/1989","ASCII"
"Wizardry III: Knight of Diamonds","HSP-32",03.09.90,"ASCII"
"Wizardry: Proving Grounds of the Mad Overlord","HSP-09","12/22/1987","ASCII"
"Woody Poco"," ","06/20/1987","dB-Soft"
"World Boxing","TSS-W7",09.08.90,"TSS"
"World Super Tennis","ASM-W1","10/13/1989","Asmik"
"Wrecking Crew","HVC-WR","06/18/1985","Nintendo"
"WWF Wrestle Mania Challenge","GAM-W9","03/27/1992","Hot-B / Acclaim"
"Xevious","NXV-4900, 03",11.08.84,"Namco"
"Yakuman Tengoku: Shin 4-Jin Uchi Mahjong","HVC-YT","06/28/1991","Nintendo"
"Yamamura Misa Suspense Kyoto Ryu no Misshitsu Satsujinjiken",22,02.11.89,"Taito"
"Yamamura Misa Suspense Kyoto Ryu no Tera Satsujinjiken"," ",12.11.87,"Taito"
"Yamamura Misa Suspense Kyoto Zai Tech Satsujinjiken"," ",11.02.90,"Hect"
"Yie Ar Kung-Fu","RC802","04/22/1985","Konami"
"Yossy no Cookie","HVC-CI","11/21/1992","Nintendo"
"Yossy no Tamago","HVC-YO","12/14/1991","Nintendo"
"Youkai Club","JF-12","05/19/1987","Jaleco"
"Youkai Douchuki"," ","06/26/1988","Namco"
"Ys","VFR-Y2-05","08/26/1988","Victor Musical"
"Ys II","VFR-Q2-09","05/25/1990","Victor Musical"
"Ys III: Wanderers from Ys"," ","09/27/1991","Victor Musical"
"Yu Yu Hakusho"," ","10/22/1993","Bandai"
"Yume Penguin Monogatari"," ","01/25/1991","Konami"
"Zelda no Densetsu: The Hyrule Fantasy","HVC-ZL","02/19/1994","Nintendo"
"Zenbi Pro Basketball","VIC-A2","07/21/1989","Vic Tokai"
"Zippy Race","IF-01","07/18/1985","Irem"
"Zoids 2: Zenebus no Gyakushu","TFS-Z2","01/27/1989","Toshiba EMI"
"Zoids Mokushiroku","TOM-ZF","12/21/1990","Tomy"
"Zoids: Chuoutairiku no Tatakai","TFS-ZD",09.05.87,"Toemiland"
"Zombie Hunter","HSS-ZO, HSS-ZH",07.03.87,"Hi-Score Media Work"
"Zunou Senkan Galg"," ","12/14/1985","dB-Soft"
